,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
2712,5231584,0.28734680299712256,2712,3,"LaSalle Street Capital Management, LLC"
2713,5232147,0.26662464863937,2713,3,"Smith, Salley & Associates, LLC"
2714,5234418,0.24637576190983335,2714,0,Nicola Wealth Management Ltd.
2715,5238126,0.9480861615379166,2715,0,CDAM LLP
2716,5238171,0.6256243012968421,2716,0,"Divisar Capital Management, LLC"
2717,5240371,0.1880450552516676,2717,0,DekaBank Deutsche Girozentrale
2718,5241016,0.5045102750705459,2718,0,"Caerus Investors, LLC"
2719,5241371,0.13838751422380174,2719,0,Verition Fund Management LLC
2720,5241746,0.1990692214592628,2720,0,"AlphaOne Capital Partners, LLC"
2721,5241772,0.8531093929439929,2721,0,"Yiheng Capital Management, L.P."
2722,5241793,0.5516852847188086,2722,0,"Sather Financial Group, Inc."
2723,5243190,0.2851638358517987,2723,3,"Ipswich Investment Management Co., Inc."
2724,5243945,0.15201014542414634,2724,3,"Hightower Advisors, LLC"
2725,5243946,0.31464680931927896,2725,3,Narwhal Capital Management
2726,5244776,0.22812021111093655,2726,0,Goldman Sachs Personal Financial Management
2727,5247228,0.4644489832750938,2727,0,"Jacobson & Schmitt Advisors, LLC"
2728,5247464,0.4277238692371279,2728,0,"Lenox Wealth Management, Inc."
2729,5247702,0.4487158803646016,2729,0,"Timber Creek Capital Management, LLC"
2730,5248737,0.13613311226022912,2730,0,Virtu Americas LLC
2731,5252085,0.8860869860642735,2731,0,"Archer Capital Management, L.P."
2732,5253266,1.0,2732,2,Rocaton Investment Advisors LLC
2733,5254016,0.9405986266470556,2733,0,Shayne & Co LLC
2734,5255701,0.2638449380644539,2734,0,Taylor Frigon Capital Management LLC
2735,5255706,0.8213479603962286,2735,0,"Teewinot Capital Advisers, L.L.C."
2736,5257955,0.6153282750208693,2736,0,Signature Financial Management Inc.
2737,5257956,0.2434355444876586,2737,0,Mariner Wealth Advisors
2738,5259266,0.953695586923999,2738,0,Bloombergsen Investment Partners
2739,5260717,0.38990324643724217,2739,0,"Old West Investment Management, LLC"
2740,5262420,0.8232373661888897,2740,0,"Boxer Capital, L.L.C."
2741,5263563,0.21245691624974444,2741,0,Assenagon Asset Management S.A.
2742,5264538,0.2962733090132805,2742,0,"Parallax Volatility Advisers, L.P."
2743,5264819,0.6869784463523384,2743,0,Whitehelm Capital Pty Ltd
2744,5266948,0.5948643674697369,2744,0,"Western Standard, LLC"
2745,5267352,0.9999999999999998,2745,0,IBIS Capital Partners LLP
2746,5267676,0.807962490079999,2746,3,Independent Franchise Partners LLP
2747,5269947,1.0,2747,0,"Energy Capital Partners, LLC"
2748,5269948,0.189384387087018,2748,0,"ArrowMark Colorado Holdings, LLC"
2749,5270623,0.6881676944663183,2749,0,RTW Investments L.P.
2750,5273878,0.6484436221431658,2750,0,Jericho Capital Asset Management L.P.
2751,5275446,0.5589620494176871,2751,0,"Xponance, Inc."
2752,5276396,0.8721596076321776,2752,0,Ratan Capital Management LP
2753,5277621,0.6852341328470821,2753,0,"Sound Point Capital Management, L.P."
2754,5279172,0.2812268760511273,2754,0,Rhenman & Partners Asset Management AB
2755,5279889,0.5103284156395523,2755,0,"Global Endowment Management, LP"
2756,5279891,1.0,2756,0,"Richmond Hill Investments, LLC"
2757,5279911,0.5429893242786769,2757,0,"Peddock Capital Advisors, LLC"
2758,5280041,0.14587020500312475,2758,3,Morgan Stanley Smith Barney LLC
2759,5281676,0.8322481016554474,2759,0,"Budros, Ruhlin & Roe, Inc."
2760,5286945,0.3752511349708344,2760,3,Stillwater Capital Advisors LLC
2761,5288770,0.29276202031068965,2761,0,"Zeke Capital Advisors, LLC"
2762,5289105,0.9600718053593328,2762,3,Tairen Capital Limited
2763,5292970,1.0,2763,0,Prudence Investment Management (HK) Limited
2764,5293160,1.0,2764,0,Oasis Management Company Ltd.
2765,5293431,1.0,2765,0,GEOFFREY RAYNOR
2766,5293760,1.0000000000000002,2766,0,Bain Capital Ventures
2767,5295923,0.933000594099567,2767,0,Sagil Capital LLP
2768,5297101,1.0,2768,0,HMI Capital LLC
2769,5298979,0.999184009300278,2769,0,Antipodean Advisors LLC
2770,5299604,0.4467558462181664,2770,0,"Manatuck Hill Partners, LLC"
2771,5300208,0.3510125765266994,2771,0,"Motley Fool Asset Management, LLC"
2772,5302731,0.2915615182205587,2772,3,"Columbia Asset Management, L.L.C."
2773,5304481,0.9245061433572364,2773,0,"Restructuring Capital Associates, L.P."
2774,5305281,0.6633592324850882,2774,0,EdgePoint Investment Group Inc.
2775,5308615,1.0,2775,0,Tilden Park Capital Management LP
2776,5310536,1.0,2776,0,Highstar Capital LP_NLE
2777,5312692,1.0,2777,0,Numen Capital LLP
2778,5322018,0.6979077615173859,2778,0,Altshuler Shaham Ltd.
2779,5323199,0.1844903972723112,2779,0,"Teton Advisors, Inc."
2780,5325539,0.2965492186522057,2780,3,"YHB Investment Advisors, Inc."
2781,5333212,0.25278005361452793,2781,3,"Telos Capital Management, Inc."
2782,5336274,0.42659717559479465,2782,0,Federated Hermes Equity Management Company of Pennsylvania
2783,5337085,0.3467137536054949,2783,0,"Stone Run Capital, LLC"
2784,5337410,0.9999999999999998,2784,0,Schroder Investment Management (Taiwan) Limited
2785,5337837,0.6583414883849963,2785,0,"Meristem Family Wealth, LLC"
2786,5339969,1.0,2786,0,Theleme Partners LLP
2787,5341761,0.3030123808456433,2787,0,"Endurance Wealth Management, Inc."
2788,5342541,0.47373770451333896,2788,0,Tiger Eye Capital LLC
2789,5345359,0.5832633067508265,2789,0,Crestwood Capital Management LP
2790,5345360,0.6785112617046235,2790,0,Sector Gamma ASA
2791,5345362,0.6987539419685479,2791,0,12th Street Asset Management LLC
2792,5346262,0.2747383153484552,2792,3,Roundview Capital LLC
2793,5346264,0.9362207989127838,2793,0,"Q Global Advisors, LLC"
2794,5347091,0.7045550345268123,2794,0,"Oceanic Investment Management, Ltd."
2795,5348704,0.8108628369338828,2795,0,BeaconLight Capital LLC
2796,5348909,0.3465860564652067,2796,3,"Reynders, McVeigh Capital Management, LLC"
2797,5349650,0.18049822545790864,2797,0,Mork Capital Management
2798,5351473,1.0,2798,0,"Tiger Legatus Capital Management, LLC"
2799,5352811,0.6552083014650102,2799,0,"Heronetta Management, L.P."
2800,5354328,0.9944619068290952,2800,0,New Silk Road Investment Pte. Ltd.
2801,5358223,0.5959504335376185,2801,0,"Bronson Point Management, LLC"
2802,5358906,1.0,2802,0,"Silver Heights Capital Management, Inc."
2803,5362599,1.0,2803,0,Zeal Asset Management Limited
2804,5362640,1.0,2804,0,"Meru Capital Group, LP"
2805,5368233,0.22219371341407135,2805,0,"Clark Capital Management Group, Inc."
2806,5369714,0.2176708026691152,2806,3,Sigma Planning Corporation
2807,5381610,0.5412142233433888,2807,3,"Sanders Capital, LLC"
2808,5381954,1.0,2808,0,"Cartica Management, LLC"
2809,5382487,0.8375336530140538,2809,1,"Sullivan, Bruyette, Speros & Blayney, LLC"
2810,5383354,0.3092971293608242,2810,0,Addison Capital Co.
2811,5383422,0.7245892707350023,2811,0,"Unterberg Capital, LLC"
2812,5384194,0.4642107172422203,2812,3,"Abacus Planning Group, Inc"
2813,5384964,0.4766217660578347,2813,3,"Randolph Co., Inc."
2814,5385676,0.8729125706965192,2814,0,Segantii Capital Management Limited
2815,5386569,0.2899429759845077,2815,3,"Covenant Asset Management, LLC"
2816,5386581,1.0,2816,0,"Cook & Bynum Capital Management, LLC"
2817,5387423,0.7440748168466398,2817,0,"Armbruster Capital Management, Inc."
2818,5388201,0.9177187185867006,2818,0,"Verus Financial Partners, Inc."
2819,5388211,0.9499044924617938,2819,0,"CPMG, Inc."
2820,5389506,1.0,2820,0,"Mudrick Capital Management, LP"
2821,5389531,0.3149721457665017,2821,0,"Ackerman Capital Management, LP"
2822,5389533,0.4033066528404671,2822,0,Enterprise Financial Services Corp.
2823,5389559,0.2997050979138777,2823,0,Virtu Financial BD LLC
2824,5390678,0.2915568128086126,2824,3,Van Hulzen Asset Management
2825,5390693,0.17823419498038676,2825,3,Commonwealth Financial Network
2826,5390708,0.8730753637019718,2826,0,"Investure, LLC"
2827,5390709,0.4276929389090469,2827,0,"Corrado Advisors, LLC"
2828,5390710,1.0,2828,0,MP (Thrift) Global Advisers III LLC
2829,5390712,0.3080068292526054,2829,0,Morningstar Investment Services LLC
2830,5391518,0.4433703721050561,2830,3,WMS Partners LLC
2831,5392140,0.29540453125562605,2831,3,"Evercore Wealth Management, LLC"
2832,5392213,1.0,2832,0,"Athyrium Capital Management, LP"
2833,5392879,0.5667598346175347,2833,0,"CIT Bank, NA Wealth Management"
2834,5392888,0.8820205489749099,2834,0,TB Alternative Assets Ltd.
2835,5393522,0.03158148598827076,2835,0,"Cerebellum Capital, LLC"
2836,5393561,0.6647983852836953,2836,0,"ArchPoint Investors, LLC"
2837,5393562,0.3177992627441877,2837,3,"Westover Capital Advisors, LLC"
2838,5393629,0.8474073649297562,2838,2,Moller Financial Services
2839,5394251,0.18374313466080405,2839,3,"National Asset Management, Inc."
2840,5394359,0.9736862814848568,2840,0,"Chieftain Capital Management, Inc."
2841,5394404,0.6022268477605908,2841,0,Diversified Trust Company
2842,5394919,0.3411092956525882,2842,0,"Century Securities Associates, Inc."
2843,5395385,0.9192450921387229,2843,0,Sageworth Trust Co.
2844,5395386,0.9933084179186518,2844,1,"DRW Securities, LLC"
2845,5395396,0.300015779444233,2845,0,IndexIQ Advisors LLC
2846,5395397,0.5756771072538917,2846,0,Contrarius Investment Management Ltd.
2847,5395404,0.907010264271098,2847,0,"JBF Capital, Inc."
2848,5395451,0.5158591080520261,2848,0,Johnson Financial Group Inc.
2849,5395454,0.5536899540498633,2849,3,Saratoga Research & Investment Management
2850,5395462,0.7172155062319852,2850,0,TD Capital Management LLC
2851,5396653,1.0,2851,1,MM Capital LLC
2852,5396665,0.3360505133280752,2852,0,Exponential ETFs
2853,5396733,0.5070408471047901,2853,0,"Nuance Investments, LLC"
2854,5398126,0.4150318045243424,2854,0,B & T Capital Management DBA Alpha Capital Management
2855,5398156,0.6477688883808833,2855,0,"Dorsal Capital Management, LLC"
2856,5398199,0.2510715878840015,2856,3,Kingfisher Capital LLC
2857,5398260,0.4022312296746644,2857,0,"Evanston Investments, Inc."
2858,5399469,0.3683264331216763,2858,3,"Clear Harbor Asset Management, LLC"
2859,5400225,0.5931302691388115,2859,0,Athena Capital Advisors LLC
2860,5400227,0.9151153342866396,2860,0,"Halbert Hargrove Global Advisors, LLC"
2861,5400228,0.6608812491103395,2861,0,"Live Your Vision, LLC"
2862,5401346,0.5417650402117908,2862,0,Seatown Holdings Pte. Ltd.
2863,5405275,0.9885797789743338,2863,0,Balentine LLC
2864,5407124,0.6916108529532776,2864,3,Sturgeon Ventures LLP
2865,5407171,0.939890635437824,2865,0,"Pacifica Capital Investments, LLC"
2866,5408114,0.9433239637445914,2866,0,"Altimeter Capital Management, LP"
2867,5408979,0.5726797439522961,2867,0,"Saba Capital Management, L.P."
2868,5414928,0.6767880664138578,2868,0,"Prospect Capital Advisors, LLC"
2869,5416322,0.29855031854869873,2869,0,Pointe Capital Management LLC
2870,5417918,0.7155046705300392,2870,3,"Nadler Financial Group, Inc."
2871,5417986,0.23511765468622836,2871,0,Chatham Wealth Management
2872,5418015,0.427427482845948,2872,0,Waterfront Capital Partners LLC
2873,5418486,0.19614878241500766,2873,0,Monarch Partners Asset Management LLC
2874,5419087,0.5159344861096637,2874,0,"West Family Investments, Inc."
2875,5419592,0.4842522405197311,2875,0,"Opus Point Partners Management, LLC"
2876,5420154,1.0,2876,0,Ironsides Partners LLC
2877,5420671,0.7036506502066787,2877,3,BW Gestão de Investimentos Ltda.
2878,5429085,0.7814573030859843,2878,0,"Evermore Global Advisors, LLC"
2879,5429124,0.33316207999018216,2879,3,"First Long Island Investors, LLC"
2880,5429793,0.3141826783792998,2880,3,"Quadrant Capital Management, LLC_NLE"
2881,5429917,0.38685953611535023,2881,0,"Landscape Capital Management, L.L.C."
2882,5429957,0.3186473101133881,2882,0,Quadrant Family Wealth Advisors
2883,5429960,0.7422067354356168,2883,0,Mangrove Partners
2884,5432584,0.8319471019106509,2884,0,Alphadyne Asset Management LP
2885,5433768,0.34515765309191554,2885,0,"Private Harbour Investment Management & Counsel, LLC"
2886,5433771,0.2993777193266133,2886,0,Sensato Investors LLC
2887,5434219,1.0000000000000002,2887,0,"Yost Capital Management, LP"
2888,5435291,0.9985910102893392,2888,0,"Legacy Wealth Management, Inc."
2889,5436193,0.3679054798903854,2889,0,Savant Capital Management
2890,5436659,0.9778015023461908,2890,3,GFI Investment Counsel Ltd.
2891,5436717,0.7802853501732315,2891,0,"Apollo Capital Management, L.P."
2892,5437290,0.24817209298440995,2892,0,Lombard Odier Asset Management (USA) Corp.
2893,5437867,0.3654967170409013,2893,0,"Lesa Sroufe & Company, Inc."
2894,5439088,0.6146068413970422,2894,3,Glassman Wealth Services LLC
2895,5441014,0.2927497828234169,2895,3,"Altavista Wealth Management, Inc."
2896,5441082,0.3636777433254652,2896,3,"Ramsay, Stattman, Vela & Price, Inc."
2897,5443484,0.7455591769396738,2897,0,Venator Capital Management Ltd.
2898,5445276,0.8344885012670705,2898,0,"Arga Investment Management, LP"
2899,5450394,0.4246727238083024,2899,0,Richard Bernstein Advisors LLC
2900,5450487,0.5120321425227945,2900,0,"OFI SteelPath, Inc._NLE"
2901,5451050,0.18504504687675852,2901,0,"Pacific Ridge Capital Partners, LLC"
2902,5452934,0.3032401572475044,2902,3,"Wimmer Associates, LLC"
2903,5453666,0.44064772259200413,2903,3,Windward Capital Management Company
2904,5454942,0.3901111733141422,2904,0,Kepos Capital LP
2905,5455513,0.8309302268285474,2905,0,Marcato Capital Management LP
2906,5458638,0.5165969399763223,2906,0,"Telemetry Investments, L.L.C."
2907,5460578,0.673522880462902,2907,0,"Credit Capital Investments, LLC"
2908,5461275,0.779979622711293,2908,1,J.P. Morgan Private Investments Inc. (JPMPI)
2909,5461963,0.752963062739335,2909,0,"JOYN Advisors, Inc"
2910,5465789,0.49579280351522,2910,0,Alphinity Investment Management Pty Ltd.
2911,5466931,0.6824233731129921,2911,3,"East Coast Asset Management, LLC."
2912,5466973,0.3750197908204182,2912,3,"Horan Capital Advisors, LLC"
2913,5469007,0.3466622296507031,2913,0,"Global Thematic Partners, LLC"
2914,5470579,0.5012863816827751,2914,0,Salient Capital Advisor LLC
2915,5470963,0.4777575696321947,2915,0,"Greenwich Investment Management, Inc."
2916,5471374,0.8972732805292609,2916,0,"Indaba Capital Management, L.P."
2917,5471937,0.28515294450653805,2917,3,"Gables Capital Management, Inc."
2918,5473041,0.5703503208130947,2918,0,"Garde Capital, Inc."
2919,5473156,0.3066497776431858,2919,0,"Fernwood Investment Management, LLC."
2920,5473157,0.3492927313438196,2920,0,"Lido Advisors, LLC"
2921,5473986,0.6726382280786946,2921,3,Calibrium AG
2922,5475183,0.2040907026399384,2922,0,Mirae Asset Global Investments (USA) LLC
2923,5475326,0.2444242967891224,2923,0,Periscope Capital
2924,5477198,0.8307886750290784,2924,0,Schneider Downs Wealth Management Advisors
2925,5478368,0.5684606033197279,2925,1,Accuvest Global Advisors
2926,5479509,0.3845912755798255,2926,0,"Bulldog Investors, LLC"
2927,5480445,0.20743333471180234,2927,0,BlackRock (Singapore) Limited
2928,5484871,0.1662908332233797,2928,0,DWS Investments UK Limited
2929,5484914,0.2143122926440827,2929,0,Allianz Global Investors U.S. LLC
2930,5494183,1.0,2930,0,Charles-Lim Capital Limited
2931,5494874,0.307049262656002,2931,0,"Cohen Capital Management, Inc."
2932,5498087,0.44491677180023065,2932,0,New Vernon Investment Management LLC
2933,5498747,0.4446996208636693,2933,0,"Jacobi Capital Management, LLC"
2934,5499973,0.4205407561415343,2934,0,"QS Investors, LLC"
2935,5501402,0.6798988549380754,2935,0,"Long Pond Capital, LP"
2936,5502815,0.5973644948312734,2936,0,Contour Asset Management LLC
2937,5503544,0.8124879852864408,2937,0,Aviva Investors Asia Pte Ltd.
2938,5504568,0.8526932213370113,2938,0,Talara Capital Management LLC
2939,5505145,0.18925391378057568,2939,3,BlackRock Asset Management Ireland Limited
2940,5508623,0.92856529360702,2940,0,"Water Oak Advisors, LLC"
2941,5509149,0.5229867699227815,2941,0,Glovista Investments LLC
2942,5510060,0.6064399733957531,2942,0,"Alpha Architect, LLC"
2943,5510061,0.4648313045815326,2943,0,"Raub Brock Capital Management, LP"
2944,5510725,0.8614868160749057,2944,0,Oslo Asset Management AS
2945,5511322,0.1748035815212995,2945,0,"Cambria Investment Management, L.P."
2946,5511899,0.5021876429945771,2946,0,Altium Wealth Management LLC
2947,5511973,0.3791785116623219,2947,3,"Capwealth Advisors, LLC"
2948,5512102,0.2976653490695187,2948,0,Whitnell & Co.
2949,5512625,0.6254762636294654,2949,3,"Westside Investment Management, Inc"
2950,5513216,1.0,2950,0,"Trimaran Fund Management, L.L.C."
2951,5515246,0.9981823742218779,2951,0,"Aquilo Capital Management, LLC"
2952,5515259,0.22111864150351526,2952,0,"Moloney Securities Asset Management, LLC"
2953,5520904,0.3756551643697169,2953,0,"Element Capital Management, LLC"
2954,5522172,0.22533309032948334,2954,0,"Redmond Asset Management, LLC"
2955,5522726,0.6690795167568295,2955,3,"Iron Gate Global Advisors, LLC"
2956,5523142,1.0,2956,0,"PT Asset Management, LLC"
2957,5523248,0.6846704546086438,2957,2,BSW Wealth Partners
2958,5523269,1.0,2958,0,"Hillview Capital Advisors, LLC"
2959,5523270,0.44117019390883183,2959,0,"Holt Capital Advisors, L.L.C."
2960,5523273,0.3466424147481504,2960,3,"Jolley Asset Management, LLC"
2961,5523292,1.0,2961,0,Arias Resource Capital Management LP
2962,5524555,0.511597028156152,2962,3,Osher Van de Voorde Investment Management
2963,5524562,1.0000000000000002,2963,0,"Abdiel Capital Advisors, LP"
2964,5524603,0.4973839584366296,2964,0,Hawk Ridge Capital Management LP
2965,5525401,0.8946521767834509,2965,0,"Birch Run Capital Advisors, LP"
2966,5526246,0.8189592055162573,2966,0,Soroban Capital Partners LP
2967,5526253,0.5690488561939202,2967,0,"Pinnacle Advisory Group, Inc."
2968,5526563,0.8410179650493114,2968,3,Lionstone Capital Management LLC
2969,5528564,0.7893036874621371,2969,0,SkyTop Capital Management LLC
2970,5529169,0.36112304791889227,2970,0,"Transamerica Financial Advisors, Inc."
2971,5529173,0.3976996413399651,2971,0,"Juncture Wealth Strategies, LLC"
2972,5529187,0.4396764105595127,2972,0,PointState Capital LP
2973,5529797,0.9999999999999998,2973,0,Barclays Capital Luxembourg S.a r.l.
2974,5532813,0.34639719279832465,2974,0,"CORDA Investment Management, LLC"
2975,5536186,1.0,2975,0,"DW Partners, LP"
2976,5536199,0.5667522968266215,2976,0,"Maplelane Capital, LLC"
2977,5537725,0.7013320333401831,2977,0,Spitfire Capital LLC
2978,5538832,0.4444470137685779,2978,0,"Plancorp, LLC"
2979,5538880,0.8877419317200633,2979,0,"ACR Alpine Capital Research, LLC"
2980,5539399,0.3292826143891477,2980,3,"Benson Investment Management Company, Inc."
2981,5539848,0.3679344372141616,2981,3,"Baugh & Associates, LLC"
2982,5540934,0.5402042694022773,2982,0,"Summit Street Capital Management, LLC"
2983,5541526,1.0,2983,0,"BDT Capital Partners, LLC"
2984,5542063,1.0,2984,0,Alatus Capital SA
2985,5542697,0.6937353667080192,2985,0,"Opes Wealth Management, LLC"
2986,5543370,0.5962316588813621,2986,0,"Lyon Street Capital, LLC"
2987,5543378,1.0,2987,0,Vatera Healthcare Partners LLC
2988,5543997,1.0,2988,0,Burford Capital Limited
2989,5544056,0.6685017328953713,2989,0,"Berman Capital Advisors, LLC"
2990,5548831,0.2814102308921104,2990,0,"FDX Advisors, Inc."
2991,5551956,0.34660907154748105,2991,0,"Beacon Investment Advisory Services, Inc."
2992,5552454,0.6639623192359969,2992,0,"Arcus Capital Partners, LLC"
2993,5553485,0.6130951021017805,2993,0,"YCG, LLC"
2994,5557687,0.6059037767950065,2994,0,"Concourse Capital Management, LLC"
2995,5558170,0.7375291191264065,2995,0,3D Asset Management Inc
2996,5559954,0.6037369174159125,2996,0,Portland Global Advisors LLC
2997,5560542,0.4912133488380727,2997,0,"SPC Financial, Inc."
2998,5560596,0.7880553465871577,2998,0,"Oakview Capital Management, L.P."
2999,5561973,0.2968055601338501,2999,0,Bright Rock Capital Management LLC
3000,5562032,1.0,3000,0,"EIG Global Energy Partners, LLC"
3001,5562587,0.574050883280905,3001,0,"M3F, Inc."
3002,5562594,0.6196661121017282,3002,0,Empirical Wealth Management
3003,5563373,0.7001757161775534,3003,0,"Daniels + Tansey, LLP"
3004,5563556,0.389052105208706,3004,3,"Orca Investment Management, LLC"
3005,5565251,0.7501652877080031,3005,0,Sequent Asset Management LLC
3006,5565271,0.5959610767661514,3006,1,Benin Management Corporation
3007,5565272,0.4945902991667746,3007,3,Wall Street Access Asset Management LLC
3008,5565760,0.8100524574114106,3008,1,BBR Partners LLC
3009,5567006,0.4991826397063484,3009,3,"Carlton Hofferkamp & Jenks Wealth Management, LLC"
3010,5567428,0.5580993547098316,3010,3,Avalon Capital Management
3011,5567597,0.6355322892239488,3011,1,Gould Asset Management LLC
3012,5568056,0.5305523210619163,3012,0,Thomas Story & Son LLC
3013,5568075,0.6209499537204449,3013,0,"Gateway Advisory, LLC"
3014,5568170,0.19017284134433304,3014,3,"First Allied Asset Management, Inc."
3015,5568296,1.0,3015,0,Sagard Capital Partners Management Corp
3016,5568297,0.8334797456875728,3016,0,Pathstone
3017,5568606,0.378952109554084,3017,0,"Charles Schwab Investment Advisory, Inc."
3018,5568608,0.7875835041625271,3018,0,SFMG Wealth Advisors
3019,5568615,0.8656388313183571,3019,0,"The Retirement Planning Group, Inc."
3020,5568622,0.5353993068327101,3020,0,E*TRADE Capital Management LLC
3021,5568625,0.8471202036375698,3021,1,Emery Howard
3022,5568632,0.361214337570448,3022,0,"Patton Albertson & Miller, LLC"
3023,5568642,0.3231139376749826,3023,3,Citizens & Northern Corp
3024,5568650,0.943269572483016,3024,1,Lumina Fund Management LLC
3025,5568701,0.4987360104887436,3025,0,HighVista Strategies LLC
3026,5569020,0.3457677227227761,3026,0,"Shaker Financial Services, LLC"
3027,5569027,0.6076013264010756,3027,0,"NFC Investments, LLC"
3028,5569029,1.0,3028,0,Deccan Value Investors L.P.
3029,5569039,0.8383084598121618,3029,0,Ashmore Group plc
3030,5569040,0.9643735269697168,3030,0,"Route One Investment Company, LLC"
3031,5569063,0.8408732010676482,3031,1,"Mizuho Securities USA, LLC."
3032,5569066,0.35742155328828,3032,3,Hemenway Trust Company LLC
3033,5569071,0.9943109612387764,3033,0,Mill Road Capital Management LLC
3034,5569100,0.8159048847913108,3034,0,"Kingstown Capital Management, LP"
3035,5569108,1.0,3035,0,"Waterstone Capital Management, L.P."
3036,5569110,0.08512603024037567,3036,0,"Quantbot Technologies, LP"
3037,5569126,0.8379604352851124,3037,0,Stockbridge Partners LLC
3038,5569127,1.0,3038,1,Coordinating Investment Fiduciary of Raytheon Co Employee Benefit Pl_NLE
3039,5569133,0.9357882218996432,3039,0,Goldman Sachs Financial Markets LP
3040,5569725,0.3194988184893801,3040,0,Commonwealth Bank of Australia
3041,5569729,0.5440226660945844,3041,3,"Wharton Business Group, LLC"
3042,5569744,0.5875862689893747,3042,0,Wallace Capital Management Inc.
3043,5570722,0.5967686936787852,3043,0,"Smart Portfolios, LLC"
3044,5571404,0.8363839883946659,3044,0,"GoodHaven Capital Management, LLC"
3045,5572286,0.9952729809496491,3045,3,TRB Advisors LP
3046,5576520,0.4293452784620519,3046,0,"Cornerstone Advisors, Inc. (WA)"
3047,5577068,0.9474136480519019,3047,0,"Vista Capital Partners, Inc."
3048,5577518,1.0,3048,0,"Siris Capital Group, LLC"
3049,5578584,0.06611046648885452,3049,0,361 Capital LLC
3050,5579136,0.9950771765116708,3050,0,Oakcliff Capital Management LLC
3051,5582692,0.33637959597249983,3051,0,LMR Partners LLP
3052,5582725,0.2888135037469107,3052,3,Independence Bank of Kentucky
3053,5583990,0.6462143721573208,3053,3,"Domani Wealth, LLC"
3054,5586683,0.21012543997652813,3054,0,"Elk Creek Partners, LLC_NLE"
3055,5588843,0.96633002282514,3055,0,"Wealthcare Capital Management, LLC"
3056,5589359,0.8195880539637846,3056,0,Corvex Management LP
3057,5589504,0.9446180663933608,3057,0,Starboard Value LP
3058,5590115,1.0,3058,0,"Voce Capital Management, LLC"
3059,5592060,0.9997770489782768,3059,0,Anavon Capital LLP
3060,5592212,0.10414421428632198,3060,0,Ardevora Asset Management LLP
3061,5596471,1.0,3061,0,AIA Group Ltd
3062,5597554,0.9681055001197488,3062,0,The Dow Chemical Company
3063,5598170,0.32077906956383345,3063,0,Fairpointe Capital LLC
3064,5598233,0.15642331626895056,3064,0,"Granite Investment Partners, LLC"
3065,5598867,0.5645037386748111,3065,0,683 Capital Management LLC
3066,5600105,1.0,3066,0,Burren Capital Advisors Limited
3067,5600116,0.5148971378123001,3067,0,"Alethea Capital Management, LLC"
3068,5600117,0.3266135992557838,3068,0,Waratah Capital Advisors Ltd.
3069,5601507,1.0,3069,1,"Aperimus Capital, LLC"
3070,5603481,0.7338319221781869,3070,0,"Foresite Capital Management, LLC"
3071,5603529,0.7370104858212793,3071,1,Stelac Advisory Services LLC
3072,5603961,0.21199599658601828,3072,3,"American National Registered Investment Advisor, Inc."
3073,5605171,0.27446351586310996,3073,3,"Affinity Investment Advisors, LLC"
3074,5605688,0.3725738465065309,3074,0,"Jump Trading, LLC"
3075,5606205,0.4516141248874628,3075,0,"ARGI Investment Services, LLC"
3076,5606216,0.2633112247780727,3076,3,"Highlander Capital Management, LLC"
3077,5606801,0.7566576618559766,3077,0,"Arbiter Partners Capital Management, LLC"
3078,5607810,0.9486655035288626,3078,0,"V3 Capital Management, L.P."
3079,5608106,0.2090108512492446,3079,3,The Treasurer of the State of North Carolina
3080,5608231,0.709989256602728,3080,0,Orinda Asset Management LLC
3081,5608297,0.4472330898961904,3081,0,G2 Investment Partners Management LLC
3082,5610131,0.6208277074642038,3082,0,"Massey Quick Simon & Co., LLC"
3083,5610709,0.2256085404849421,3083,0,Oarsman Capital Inc.
3084,5616136,0.21735745775617185,3084,3,Fieldpoint Private Bank & Trust
3085,5619411,0.6124994312107751,3085,0,Brighton Jones LLC
3086,5620109,0.29931063555869325,3086,0,"Aveo Capital Partners, LLC"
3087,5620831,0.3822057777154623,3087,0,"Alphastar Capital Management, LLC"
3088,5622120,1.0,3088,0,Castle Creek Capital LLC
3089,5622127,0.9783359982144302,3089,0,"Piershale Financial Group, Inc."
3090,5625221,1.0,3090,0,"Candlewood Investment Group, LP"
3091,5628482,0.7518084534956678,3091,0,"Whetstone Capital Advisors, LLC"
3092,5630823,0.4157904455512321,3092,3,"Wills Financial Group, Inc."
3093,5631005,0.3948442440516021,3093,0,"Cove Street Capital, LLC"
3094,5631113,0.999539171014184,3094,0,"Permanens Capital Advisors, L.P."
3095,5632047,0.533222291683117,3095,0,MSA Financial
3096,5632503,1.0,3096,0,"Mittleman Investment Management, LLC"
3097,5632540,0.2769120494111956,3097,0,"Rand & Associates, LLC"
3098,5635781,0.8936724933860233,3098,0,"HG Vora Capital Management, LLC"
3099,5635861,0.5104180258567736,3099,0,First Financial Corp
3100,5636766,0.40045163227275576,3100,0,"Grandeur Peak Global Advisors, LLC"
3101,5638114,0.2784118159554616,3101,3,Clean Yield Asset Management
3102,5638115,0.5669590602691079,3102,0,"Lyons Wealth Management, LLC"
3103,5638777,0.5912257466810938,3103,0,Davis Capital Partners LLC
3104,5639293,0.33704648512150304,3104,3,"Clear Perspective Advisors, LLC"
